player_id,name,season,goals,assists,minutes,age,position,appearance_count,stats_through,valuation_date,actual_eur
410225,Ismaïla Sarr,2021,5.0,2.0,1865.0,24.30166259402999,Attack,22,2022-05-07,2022-06-15,27000000
272622,Issa Diop,2021,0.0,1.0,962.0,25.42968028090926,Defender,13,2022-04-17,2022-06-15,10000000
251664,Ivan Toney,2021,12.0,5.0,2908.0,26.24831447599882,Attack,33,2022-05-22,2022-06-15,35000000
128899,Jack Butland,2021,0.0,0.0,765.0,29.26548799770016,Goalkeeper,9,2022-05-19,2022-06-15,1800000
40613,Jack Cork,2021,1.0,0.0,1676.0,32.9726140851626,Midfield,20,2022-05-22,2022-06-15,1800000
203460,Jack Grealish,2021,3.0,3.0,1916.0,26.76304099331266,Attack,26,2022-05-15,2022-06-15,70000000
417346,Jack Harrison,2021,8.0,1.0,2647.0,25.566575631258683,Attack,35,2022-05-22,2022-06-15,18000000
163744,Jack Stephens,2021,0.0,0.0,811.0,28.38114403444287,Defender,11,2022-05-22,2022-06-15,7000000
390664,Jacob Lungi Sørensen,2021,0.0,0.0,601.0,24.28523515198806,Midfield,10,2022-05-22,2022-06-15,1500000
199527,Jacob Murphy,2021,1.0,2.0,1460.0,27.305146580696388,Attack,33,2022-05-22,2022-06-15,5000000
503749,Jacob Ramsey,2021,6.0,1.0,2479.0,21.049029069727645,Midfield,34,2022-05-22,2022-06-15,25000000
401173,Jadon Sancho,2021,3.0,3.0,1901.0,22.223591175725716,Attack,29,2022-04-23,2022-06-15,75000000
384461,Jakub Moder,2021,0.0,3.0,1703.0,23.190072349192658,Midfield,28,2022-04-02,2022-06-15,12000000
183318,Jamaal Lascelles,2021,1.0,0.0,2056.0,28.591962873980986,Defender,26,2022-05-22,2022-06-15,10000000
413220,James Justin,2021,0.0,0.0,997.0,24.307138408043972,Defender,13,2022-05-22,2022-06-15,25000000
294057,James Maddison,2021,12.0,8.0,2467.0,25.558361910237718,Midfield,35,2022-05-22,2022-06-15,50000000
41416,James McArthur,2021,0.0,4.0,1437.0,34.68928177854439,Midfield,21,2022-05-22,2022-06-15,1200000
3333,James Milner,2021,0.0,1.0,850.0,36.44428017002402,Midfield,24,2022-05-22,2022-06-15,2000000
173504,James Tarkowski,2021,1.0,2.0,3107.0,29.56939567547588,Defender,35,2022-05-22,2022-06-15,22000000
61592,James Tomkins,2021,1.0,0.0,546.0,33.21354990177758,Defender,8,2021-12-28,2022-06-15,1500000
181579,James Ward-Prowse,2021,10.0,5.0,3217.0,27.620005886500063,Midfield,36,2022-05-22,2022-06-15,32000000
534700,Jamie Shackleton,2021,0.0,0.0,707.0,22.686297459906775,Midfield,14,2022-05-15,2022-06-15,2500000
197838,Jamie Vardy,2021,15.0,2.0,1805.0,35.4257787634243,Attack,25,2022-05-22,2022-06-15,5000000
243028,Jan Bednarek,2021,4.0,0.0,2631.0,26.17439098681013,Defender,31,2022-05-07,2022-06-15,22000000
99331,Jannik Vestergaard,2021,0.0,0.0,564.0,29.865089632230642,Defender,10,2022-02-13,2022-06-15,13000000
346478,Japhet Tanganga,2021,0.0,0.0,739.0,23.20923769824158,Defender,11,2022-01-23,2022-06-15,12000000
314875,Jarrod Bowen,2021,12.0,12.0,2993.0,25.484438421049028,Attack,36,2022-05-22,2022-06-15,42000000
162029,Javier Manquillo,2021,1.0,2.0,1262.0,28.112829147757996,Defender,19,2022-04-03,2022-06-15,3000000
53360,Jay Rodríguez,2021,2.0,2.0,1371.0,32.879525246924985,Attack,29,2022-04-24,2022-06-15,2000000
